Date,Market,Market Size,Product,Product Type,State,Type,Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
2013/9/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Nevada,Regular,702,10,30,20,40,19,848,29,5,18,51,17
2013/9/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Nevada,Decaf,775,20,30,20,50,23,803,35,6,25,62,18
2013/9/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Oregon,Regular,541,10,20,20,30,20,482,30,5,19,53,17
2013/9/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Oregon,Regular,503,60,100,60,160,99,798,150,32,129,265,63
2013/9/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Oregon,Regular,971,60,90,60,150,96,666,134,29,120,245,53
2013/9/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Oregon,Decaf,503,20,30,30,50,25,823,36,7,25,65,19
2013/9/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Oregon,Decaf,541,50,70,50,120,61,579,79,20,70,149,32
2013/9/1 上午 12:00:00,West,Small Market,Amaretto,Coffee,Oregon,Regular,503,60,90,30,150,52,509,74,47,-4,134,77
2013/9/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Oregon,Regular,541,70,100,50,170,57,469,80,18,27,146,62
2013/9/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Oregon,Decaf,503,50,80,50,130,43,424,64,13,42,114,36
2013/9/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Oregon,Regular,971,40,50,10,90,45,409,57,17,9,109,51
2013/9/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Oregon,Regular,503,50,70,40,120,53,410,72,17,42,133,44
2013/9/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Oregon,Decaf,971,140,150,90,290,155,"1,280",155,43,129,330,68
2013/9/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Washington,Regular,206,30,70,40,100,57,349,94,17,80,161,40
2013/9/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Washington,Regular,509,30,40,30,70,46,454,67,14,46,120,36
2013/9/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Washington,Regular,206,40,60,10,100,62,612,87,56,3,159,85
2013/9/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Washington,Decaf,509,80,140,100,220,103,"1,130",155,33,135,275,64
2013/9/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Washington,Decaf,425,40,60,50,100,48,834,71,13,70,127,24
2013/9/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Washington,Regular,425,80,120,80,200,68,445,99,21,83,178,43
2013/9/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Washington,Decaf,206,110,160,60,270,93,692,130,84,24,238,114
2013/9/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Washington,Regular,360,30,40,30,70,33,577,43,10,31,81,22
2013/9/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Washington,Regular,360,60,80,30,140,67,391,82,25,34,159,59
2013/9/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Washington,Decaf,206,70,100,70,170,83,"1,063",99,25,79,194,46
2013/10/1 上午 12:00:00,Central,Major Market,Chamomile,Herbal Tea,Colorado,Decaf,720,120,140,110,260,161,"1,267",161,45,137,343,69
2013/10/1 上午 12:00:00,Central,Major Market,Lemon,Herbal Tea,Colorado,Decaf,720,30,60,30,90,51,503,71,46,-7,130,76
2013/10/1 上午 12:00:00,Central,Major Market,Mint,Herbal Tea,Colorado,Decaf,970,30,60,50,90,52,405,71,17,39,131,45
2013/10/1 上午 12:00:00,Central,Major Market,Darjeeling,Tea,Colorado,Regular,720,30,50,30,80,54,404,66,20,19,128,53
2013/10/1 上午 12:00:00,Central,Major Market,Earl Grey,Tea,Colorado,Regular,970,30,50,40,80,54,"1,037",64,16,40,126,37
2013/10/1 上午 12:00:00,Central,Major Market,Green Tea,Tea,Colorado,Regular,970,50,90,80,140,90,572,115,29,110,218,41
2013/10/1 上午 12:00:00,Central,Major Market,Caffe Mocha,Espresso,Colorado,Regular,970,100,180,170,280,76,580,111,21,117,199,32
2013/10/1 上午 12:00:00,Central,Major Market,Decaf Espresso,Espresso,Colorado,Decaf,970,100,160,130,260,72,650,110,23,83,194,54
2013/10/1 上午 12:00:00,Central,Major Market,Amaretto,Coffee,Colorado,Regular,719,120,180,160,300,123,915,179,34,197,322,46
2013/10/1 上午 12:00:00,Central,Major Market,Colombian,Coffee,Colorado,Regular,303,30,50,50,80,39,541,51,12,40,96,24
2013/10/1 上午 12:00:00,Central,Major Market,Decaf Irish Cream,Coffee,Colorado,Decaf,719,100,160,150,260,108,971,157,30,172,282,41
2013/10/1 上午 12:00:00,Central,Major Market,Chamomile,Herbal Tea,Illinois,Decaf,708,90,150,140,240,123,915,179,34,197,322,46
2013/10/1 上午 12:00:00,Central,Major Market,Lemon,Herbal Tea,Illinois,Decaf,312,20,40,40,60,39,541,51,12,40,96,24
2013/10/1 上午 12:00:00,Central,Major Market,Mint,Herbal Tea,Illinois,Decaf,815,80,130,120,210,108,971,157,30,172,282,41
2013/10/1 上午 12:00:00,Central,Major Market,Darjeeling,Tea,Illinois,Regular,815,50,80,80,130,76,580,111,21,116,199,33
2013/10/1 上午 12:00:00,Central,Major Market,Earl Grey,Tea,Illinois,Regular,815,50,80,50,130,72,650,110,23,82,194,55
2013/10/1 上午 12:00:00,Central,Major Market,Caffe Mocha,Espresso,Illinois,Regular,312,370,520,420,890,257,"1,662",341,84,332,637,117
2013/10/1 上午 12:00:00,Central,Major Market,Decaf Espresso,Espresso,Illinois,Decaf,773,340,370,300,710,239,"1,755",239,66,221,509,90
2013/10/1 上午 12:00:00,Central,Major Market,Colombian,Coffee,Illinois,Regular,815,150,220,160,370,154,"1,132",213,50,178,391,93
2013/10/1 上午 12:00:00,Central,Major Market,Decaf Irish Cream,Coffee,Illinois,Decaf,815,110,190,160,300,122,789,176,39,171,318,61
2013/10/1 上午 12:00:00,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,319,200,280,210,480,257,"1,662",341,84,332,637,117
2013/10/1 上午 12:00:00,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,515,90,150,130,240,122,789,176,39,169,318,62
2013/10/1 上午 12:00:00,Central,Small Market,Darjeeling,Tea,Iowa,Regular,515,170,170,110,340,239,"1,755",239,66,221,509,90
2013/10/1 上午 12:00:00,Central,Small Market,Earl Grey,Tea,Iowa,Regular,515,170,230,130,400,255,"1,756",312,96,272,604,129
2013/10/1 上午 12:00:00,Central,Small Market,Caffe Mocha,Espresso,Iowa,Regular,641,20,50,50,70,23,800,35,6,27,62,17
2013/10/1 上午 12:00:00,Central,Small Market,Decaf Espresso,Espresso,Iowa,Decaf,563,0,60,60,60,0,430,43,0,46,46,12
2013/10/1 上午 12:00:00,Central,Small Market,Amaretto,Coffee,Iowa,Regular,515,10,30,30,40,21,846,31,5,22,55,16
2013/10/1 上午 12:00:00,Central,Small Market,Colombian,Coffee,Iowa,Regular,515,20,40,30,60,31,"1,000",37,9,10,72,30
2013/10/1 上午 12:00:00,Central,Small Market,Decaf Irish Cream,Coffee,Iowa,Decaf,641,0,10,10,10,10,598,13,3,-3,25,15
2013/10/1 上午 12:00:00,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,573,20,60,30,80,45,320,64,41,-9,116,70
2013/10/1 上午 12:00:00,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,417,60,20,10,80,86,"1,698",23,26,-39,116,49
2013/10/1 上午 12:00:00,Central,Small Market,Darjeeling,Tea,Missouri,Regular,314,20,40,30,60,39,244,53,12,19,98,40
2013/10/1 上午 12:00:00,Central,Small Market,Earl Grey,Tea,Missouri,Regular,573,10,20,0,30,25,209,31,9,-16,60,42
2013/10/1 上午 12:00:00,Central,Small Market,Green Tea,Tea,Missouri,Regular,314,10,30,10,40,34,240,43,12,-4,82,46
2013/10/1 上午 12:00:00,Central,Small Market,Caffe Mocha,Espresso,Missouri,Regular,573,50,90,90,140,40,881,59,11,53,106,23
2013/10/1 上午 12:00:00,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,417,30,80,80,110,32,833,47,8,42,84,19
2013/10/1 上午 12:00:00,Central,Small Market,Colombian,Coffee,Missouri,Regular,573,70,100,70,170,79,593,98,30,52,189,63
2013/10/1 上午 12:00:00,Central,Small Market,Decaf Irish Cream,Coffee,Missouri,Decaf,636,50,80,70,130,65,"1,053",77,20,52,151,42
2013/10/1 上午 12:00:00,Central,Major Market,Chamomile,Herbal Tea,Ohio,Decaf,937,0,30,30,30,21,480,32,5,24,56,16
2013/10/1 上午 12:00:00,Central,Major Market,Lemon,Herbal Tea,Ohio,Decaf,937,10,30,30,40,27,859,39,7,30,70,19
2013/10/1 上午 12:00:00,Central,Major Market,Darjeeling,Tea,Ohio,Regular,419,50,90,60,140,82,788,123,27,96,218,58
2013/10/1 上午 12:00:00,Central,Major Market,Earl Grey,Tea,Ohio,Regular,419,50,100,80,150,91,656,127,28,113,232,51
2013/10/1 上午 12:00:00,Central,Major Market,Caffe Mocha,Espresso,Ohio,Regular,513,230,240,190,470,161,"1,267",161,45,137,343,69
2013/10/1 上午 12:00:00,Central,Major Market,Decaf Espresso,Espresso,Ohio,Decaf,419,70,100,70,170,54,404,66,20,18,128,54
2013/10/1 上午 12:00:00,Central,Major Market,Amaretto,Coffee,Ohio,Regular,614,40,70,60,110,52,405,71,17,39,131,45
2013/10/1 上午 12:00:00,Central,Major Market,Colombian,Coffee,Ohio,Regular,937,30,70,60,100,43,419,64,13,42,114,36
2013/10/1 上午 12:00:00,Central,Major Market,Decaf Irish Cream,Coffee,Ohio,Decaf,234,40,70,30,110,51,503,71,46,-7,130,76
2013/10/1 上午 12:00:00,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,715,40,80,80,120,60,329,99,18,85,169,42
2013/10/1 上午 12:00:00,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,262,30,60,60,90,48,851,70,13,67,126,25
2013/10/1 上午 12:00:00,Central,Small Market,Darjeeling,Tea,Wisconsin,Regular,262,20,50,40,70,46,449,67,14,45,120,37
2013/10/1 上午 12:00:00,Central,Small Market,Earl Grey,Tea,Wisconsin,Regular,262,40,50,0,90,60,606,84,54,0,153,84
2013/10/1 上午 12:00:00,Central,Small Market,Caffe Mocha,Espresso,Wisconsin,Regular,262,110,140,120,250,80,"1,055",94,24,71,185,46
2013/10/1 上午 12:00:00,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,262,20,50,50,70,22,573,29,7,15,54,19
2013/10/1 上午 12:00:00,Central,Small Market,Amaretto,Coffee,Wisconsin,Regular,414,40,80,50,120,56,385,70,21,22,134,55
2013/10/1 上午 12:00:00,Central,Small Market,Colombian,Coffee,Wisconsin,Regular,414,90,140,60,230,96,683,134,87,27,245,116
2013/10/1 上午 12:00:00,Central,Small Market,Decaf Irish Cream,Coffee,Wisconsin,Decaf,920,80,120,100,200,86,547,116,28,91,215,55
2013/10/1 上午 12:00:00,East,Small Market,Lemon,Herbal Tea,Connecticut,Decaf,203,40,50,30,90,79,593,98,30,50,189,64
2013/10/1 上午 12:00:00,East,Small Market,Mint,Herbal Tea,Connecticut,Decaf,203,30,50,50,80,65,"1,053",77,20,52,151,42
2013/10/1 上午 12:00:00,East,Small Market,Darjeeling,Tea,Connecticut,Regular,475,40,60,50,100,40,881,59,11,53,106,23
2013/10/1 上午 12:00:00,East,Small Market,Green Tea,Tea,Connecticut,Regular,203,20,40,40,60,24,806,36,6,27,64,18
2013/10/1 上午 12:00:00,East,Small Market,Caffe Mocha,Espresso,Connecticut,Regular,959,40,90,40,130,60,606,84,54,1,153,83
2013/10/1 上午 12:00:00,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,203,30,60,50,90,47,375,64,15,31,118,43
2013/10/1 上午 12:00:00,East,Small Market,Colombian,Coffee,Connecticut,Regular,203,100,160,130,260,125,"1,119",188,41,171,334,73
2013/10/1 上午 12:00:00,East,Major Market,Chamomile,Herbal Tea,Florida,Decaf,904,0,20,20,20,22,573,29,7,15,54,19
2013/10/1 上午 12:00:00,East,Major Market,Lemon,Herbal Tea,Florida,Decaf,786,30,30,20,60,56,385,70,21,24,134,54
2013/10/1 上午 12:00:00,East,Major Market,Mint,Herbal Tea,Florida,Decaf,904,40,50,40,90,80,"1,055",94,24,71,185,46
2013/10/1 上午 12:00:00,East,Major Market,Darjeeling,Tea,Florida,Regular,561,40,60,50,100,38,871,56,10,52,100,21
2013/10/1 上午 12:00:00,East,Major Market,Green Tea,Tea,Florida,Regular,772,50,70,60,120,48,851,70,13,68,126,24
2013/10/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,727,80,130,50,210,96,683,134,87,27,245,116
2013/10/1 上午 12:00:00,East,Major Market,Decaf Espresso,Espresso,Florida,Decaf,321,70,110,90,180,86,547,116,28,89,215,56
2013/10/1 上午 12:00:00,East,Major Market,Colombian,Coffee,Florida,Regular,954,60,110,90,170,82,788,123,27,95,218,59
2013/10/1 上午 12:00:00,East,Major Market,Decaf Irish Cream,Coffee,Florida,Decaf,772,70,110,90,180,91,656,127,28,113,232,51
2013/10/1 上午 12:00:00,East,Major Market,Lemon,Herbal Tea,Massachusetts,Decaf,339,30,30,20,60,54,404,66,20,19,128,53
2013/10/1 上午 12:00:00,East,Major Market,Darjeeling,Tea,Massachusetts,Regular,978,20,50,50,70,27,859,39,7,30,70,19
2013/10/1 上午 12:00:00,East,Major Market,Green Tea,Tea,Massachusetts,Regular,781,20,30,30,50,21,480,32,5,22,56,17
2013/10/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,774,30,70,30,100,51,542,65,46,-16,124,76
2013/10/1 上午 12:00:00,East,Major Market,Regular Espresso,Espresso,Massachusetts,Regular,508,140,160,120,300,161,"1,267",161,45,137,343,69
2013/10/1 上午 12:00:00,East,Major Market,Colombian,Coffee,Massachusetts,Regular,857,50,350,330,400,72,"-3,004",402,23,516,505,54
2013/10/1 上午 12:00:00,East,Small Market,Lemon,Herbal Tea,New Hampshire,Decaf,603,10,30,20,40,34,240,43,12,-4,82,46
2013/10/1 上午 12:00:00,East,Small Market,Darjeeling,Tea,New Hampshire,Regular,603,20,30,30,50,21,846,31,5,21,55,17
2013/10/1 上午 12:00:00,East,Small Market,Green Tea,Tea,New Hampshire,Regular,603,0,40,40,40,0,430,43,0,47,46,11
2013/10/1 上午 12:00:00,East,Small Market,Caffe Mocha,Espresso,New Hampshire,Regular,603,30,60,30,90,45,320,64,41,-10,116,71
2013/10/1 上午 12:00:00,East,Small Market,Regular Espresso,Espresso,New Hampshire,Regular,603,10,30,10,40,25,209,31,9,-18,60,43
2013/10/1 上午 12:00:00,East,Small Market,Amaretto,Coffee,New Hampshire,Regular,603,30,60,60,90,49,310,71,15,49,128,38
2013/10/1 上午 12:00:00,East,Small Market,Colombian,Coffee,New Hampshire,Regular,603,30,60,50,90,45,447,69,14,36,121,45
2013/10/1 上午 12:00:00,East,Major Market,Lemon,Herbal Tea,New York,Decaf,585,140,150,70,290,255,"1,622",258,96,191,547,129
2013/10/1 上午 12:00:00,East,Major Market,Mint,Herbal Tea,New York,Decaf,631,130,-50,-100,80,239,"4,360",-75,74,-252,175,95
2013/10/1 上午 12:00:00,East,Major Market,Darjeeling,Tea,New York,Regular,585,110,170,140,280,108,971,157,30,171,282,42
2013/10/1 上午 12:00:00,East,Major Market,Earl Grey,Tea,New York,Regular,718,130,190,160,320,123,915,179,34,199,322,45
2013/10/1 上午 12:00:00,East,Major Market,Green Tea,Tea,New York,Regular,607,80,120,100,200,76,580,111,21,116,199,33
2013/10/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,New York,Regular,914,110,-60,-170,50,125,"3,142",-56,113,-300,74,146
2013/10/1 上午 12:00:00,East,Major Market,Regular Espresso,Espresso,New York,Regular,212,210,510,450,720,239,"1,197",526,66,646,815,91
2013/10/1 上午 12:00:00,East,Major Market,Colombian,Coffee,New York,Regular,716,210,330,230,540,260,"2,548",390,91,367,693,143
2013/10/1 上午 12:00:00,South,Small Market,Chamomile,Herbal Tea,Louisiana,Decaf,318,80,130,110,210,103,564,133,33,129,251,46
2013/10/1 上午 12:00:00,South,Small Market,Lemon,Herbal Tea,Louisiana,Decaf,225,60,90,60,150,79,593,98,30,50,189,64
2013/10/1 上午 12:00:00,South,Small Market,Colombian,Coffee,Louisiana,Regular,337,70,90,80,160,48,829,71,13,70,127,24
2013/10/1 上午 12:00:00,South,Small Market,Decaf Irish Cream,Coffee,Louisiana,Decaf,985,70,90,80,160,48,851,70,13,67,126,25
2013/10/1 上午 12:00:00,South,Small Market,Caffe Latte,Espresso,Louisiana,Regular,504,30,60,10,90,60,-762,84,54,1,153,83
2013/10/1 上午 12:00:00,South,Small Market,Caffe Mocha,Espresso,Louisiana,Regular,225,30,70,70,100,60,329,99,18,86,169,41
2013/10/1 上午 12:00:00,South,Small Market,Decaf Espresso,Espresso,Louisiana,Decaf,318,20,40,40,60,46,449,67,14,45,120,37
2013/10/1 上午 12:00:00,South,Small Market,Chamomile,Herbal Tea,New Mexico,Decaf,505,10,30,30,40,21,846,31,5,21,55,17
2013/10/1 上午 12:00:00,South,Small Market,Lemon,Herbal Tea,New Mexico,Decaf,505,10,40,30,50,31,"1,000",37,9,9,72,31
2013/10/1 上午 12:00:00,South,Small Market,Colombian,Coffee,New Mexico,Regular,505,50,110,80,160,45,447,69,14,34,121,46
2013/10/1 上午 12:00:00,South,Small Market,Decaf Irish Cream,Coffee,New Mexico,Decaf,505,110,40,10,150,86,"1,698",23,26,-39,116,49
2013/10/1 上午 12:00:00,South,Small Market,Caffe Latte,Espresso,New Mexico,Regular,505,10,20,10,30,25,-466,31,9,-18,60,43
2013/10/1 上午 12:00:00,South,Small Market,Caffe Mocha,Espresso,New Mexico,Regular,505,20,40,10,60,45,320,64,41,-9,116,70
2013/10/1 上午 12:00:00,South,Small Market,Decaf Espresso,Espresso,New Mexico,Decaf,505,20,30,20,50,39,244,53,12,21,98,39
2013/10/1 上午 12:00:00,South,Small Market,Chamomile,Herbal Tea,Oklahoma,Decaf,580,40,70,50,110,56,385,70,21,24,134,54
2013/10/1 上午 12:00:00,South,Small Market,Lemon,Herbal Tea,Oklahoma,Decaf,918,80,120,40,200,96,683,134,87,25,245,117
2013/10/1 上午 12:00:00,South,Small Market,Colombian,Coffee,Oklahoma,Regular,918,130,160,140,290,90,572,115,29,110,218,41
2013/10/1 上午 12:00:00,South,Small Market,Decaf Irish Cream,Coffee,Oklahoma,Decaf,405,30,60,60,90,27,859,39,7,31,70,18
2013/10/1 上午 12:00:00,South,Small Market,Caffe Latte,Espresso,Oklahoma,Regular,405,50,80,70,130,91,"-1,785",127,28,113,232,51
2013/10/1 上午 12:00:00,South,Small Market,Caffe Mocha,Espresso,Oklahoma,Regular,580,0,30,30,30,21,480,32,5,22,56,17
2013/10/1 上午 12:00:00,South,Small Market,Decaf Espresso,Espresso,Oklahoma,Decaf,405,50,80,60,130,82,788,123,27,96,218,58
2013/10/1 上午 12:00:00,South,Major Market,Chamomile,Herbal Tea,Texas,Decaf,325,30,80,70,110,52,405,71,17,39,131,45
2013/10/1 上午 12:00:00,South,Major Market,Lemon,Herbal Tea,Texas,Decaf,430,30,60,50,90,43,419,64,13,42,114,36
2013/10/1 上午 12:00:00,South,Major Market,Colombian,Coffee,Texas,Regular,432,350,420,340,770,239,"1,246",281,74,275,554,96
2013/10/1 上午 12:00:00,South,Major Market,Decaf Irish Cream,Coffee,Texas,Decaf,281,40,90,80,130,39,541,51,12,39,96,25
2013/10/1 上午 12:00:00,South,Major Market,Caffe Latte,Espresso,Texas,Regular,682,40,70,50,110,72,-868,110,23,82,194,55
2013/10/1 上午 12:00:00,South,Major Market,Caffe Mocha,Espresso,Texas,Regular,817,70,120,100,190,123,915,179,34,197,322,46
2013/10/1 上午 12:00:00,South,Major Market,Decaf Espresso,Espresso,Texas,Decaf,432,40,80,80,120,76,580,111,21,116,199,33
2013/10/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Utah,Regular,435,10,40,20,50,45,320,64,41,-9,116,70
2013/10/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Utah,Regular,435,10,30,20,40,39,244,53,12,21,98,39
2013/10/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Utah,Regular,435,0,20,10,20,25,209,31,9,-18,60,43
2013/10/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Utah,Decaf,801,30,60,60,90,49,310,71,15,49,128,38
2013/10/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Utah,Decaf,435,20,70,60,90,45,447,69,14,34,121,46
2013/10/1 上午 12:00:00,West,Small Market,Mint,Herbal Tea,Utah,Decaf,435,60,20,0,80,86,"1,698",23,26,-40,116,50
2013/10/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Utah,Regular,435,80,130,110,210,103,564,133,33,129,251,46
2013/10/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Utah,Decaf,435,20,60,60,80,40,881,59,11,55,106,22
2013/10/1 上午 12:00:00,West,Small Market,Amaretto,Coffee,Utah,Regular,435,90,110,90,200,65,"1,053",77,20,53,151,41
2013/10/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Utah,Regular,435,50,100,80,150,47,375,64,15,33,118,42
2013/10/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Utah,Decaf,435,100,160,120,260,79,593,98,30,50,189,64
2013/10/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Utah,Regular,435,20,40,40,60,32,833,47,8,42,84,19
2013/10/1 上午 12:00:00,West,Major Market,Darjeeling,Tea,California,Regular,831,50,90,80,140,123,915,179,34,199,322,45
2013/10/1 上午 12:00:00,West,Major Market,Earl Grey,Tea,California,Regular,626,30,50,50,80,76,580,111,21,117,199,32
2013/10/1 上午 12:00:00,West,Major Market,Green Tea,Tea,California,Regular,510,20,60,50,80,72,650,110,23,83,194,54
2013/10/1 上午 12:00:00,West,Major Market,Chamomile,Herbal Tea,California,Decaf,925,80,130,120,210,108,971,157,30,171,282,42
2013/10/1 上午 12:00:00,West,Major Market,Lemon,Herbal Tea,California,Decaf,951,190,220,170,410,239,"1,246",281,74,276,554,95
2013/10/1 上午 12:00:00,West,Major Market,Mint,Herbal Tea,California,Decaf,530,20,40,40,60,39,541,51,12,39,96,25
2013/10/1 上午 12:00:00,West,Major Market,Caffe Mocha,Espresso,California,Regular,805,110,160,50,270,125,898,173,113,40,318,146
2013/10/1 上午 12:00:00,West,Major Market,Decaf Espresso,Espresso,California,Decaf,415,230,320,240,550,257,"1,662",341,84,334,637,116
2013/10/1 上午 12:00:00,West,Major Market,Amaretto,Coffee,California,Regular,909,170,-20,-60,150,122,"2,555",-13,39,-110,116,61
2013/10/1 上午 12:00:00,West,Major Market,Colombian,Coffee,California,Regular,818,380,580,470,960,260,"2,548",390,91,367,693,143
2013/10/1 上午 12:00:00,West,Major Market,Decaf Irish Cream,Coffee,California,Decaf,650,220,-30,-100,190,154,"3,654",-24,50,-174,139,93
2013/10/1 上午 12:00:00,West,Major Market,Caffe Latte,Espresso,California,Regular,714,210,220,160,430,239,"1,755",239,66,221,509,90
2013/10/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Nevada,Regular,775,110,180,130,290,257,"1,662",341,84,332,637,117
2013/10/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Nevada,Regular,775,110,120,80,230,239,"1,755",239,66,221,509,90
2013/10/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Nevada,Regular,702,110,-110,-170,0,255,"7,058",-255,96,-539,22,129
2013/10/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Nevada,Decaf,702,90,150,60,240,125,898,173,113,39,318,147
2013/10/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Nevada,Decaf,775,120,170,120,290,154,"1,132",213,50,178,391,93
2013/10/1 上午 12:00:00,West,Small Market,Mint,Herbal Tea,Nevada,Decaf,775,90,150,130,240,122,789,176,39,169,318,62
2013/10/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Nevada,Regular,775,10,20,20,30,21,846,31,5,21,55,17
2013/10/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Nevada,Decaf,775,10,30,30,40,23,800,35,6,25,62,18
2013/10/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Nevada,Regular,702,40,60,30,100,34,240,43,12,-3,82,45
2013/10/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Nevada,Decaf,775,30,60,50,90,31,"1,000",37,9,10,72,30
2013/10/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Nevada,Regular,702,0,30,30,30,0,430,43,0,47,46,11
2013/10/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Oregon,Regular,971,0,20,20,20,21,480,32,5,24,56,16
2013/10/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Oregon,Regular,503,30,60,50,90,82,788,123,27,95,218,59
2013/10/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Oregon,Regular,541,40,60,50,100,91,656,127,28,113,232,51
2013/10/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Oregon,Decaf,971,10,30,30,40,25,820,36,7,25,65,19
2013/10/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Oregon,Decaf,541,60,100,90,160,90,572,115,29,108,218,42
2013/10/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Oregon,Regular,971,40,60,40,100,54,404,66,20,18,128,54
2013/10/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Oregon,Regular,541,30,70,60,100,52,405,71,17,40,131,44
2013/10/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Oregon,Decaf,503,140,150,110,290,161,"1,267",161,45,135,343,70
2013/10/1 上午 12:00:00,West,Small Market,Amaretto,Coffee,Oregon,Regular,503,70,100,50,170,51,503,71,46,-7,130,76
2013/10/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Oregon,Regular,503,80,130,90,210,60,463,84,19,31,153,63
2013/10/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Oregon,Decaf,971,50,100,80,150,43,419,64,13,43,114,35
2013/10/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Washington,Regular,425,20,50,40,70,60,329,99,18,85,169,42
2013/10/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Washington,Regular,509,20,30,30,50,46,449,67,14,46,120,36
2013/10/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Washington,Regular,206,20,40,10,60,60,606,84,54,0,153,84
2013/10/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Washington,Decaf,360,90,160,130,250,125,"1,119",188,41,171,334,73
2013/10/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Washington,Decaf,509,30,60,60,90,48,829,71,13,70,127,24
2013/10/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Washington,Regular,206,10,20,20,30,22,573,29,7,15,54,19
2013/10/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Washington,Regular,425,40,70,50,110,56,385,70,21,24,134,54
2013/10/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Washington,Decaf,360,60,90,80,150,80,"1,055",94,24,71,185,46
